Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Origin file;Origin frame number;Origin track;Origin track frame number
nightTraining/nightClip1--00000.jpg;go;656;300;667;313;nightTraining/nightClip1/clip1.mp4;0;nightTraining/nightClip1/clip1.mp4;0
nightTraining/nightClip1--00000.jpg;go;715;304;727;316;nightTraining/nightClip1/clip1.mp4;0;nightTraining/nightClip1/clip1.mp4;0
nightTraining/nightClip1--00000.jpg;go;809;352;820;365;nightTraining/nightClip1/clip1.mp4;0;nightTraining/nightClip1/clip1.mp4;0
nightTraining/nightClip1--00000.jpg;go;691;359;698;367;nightTraining/nightClip1/clip1.mp4;0;nightTraining/nightClip1/clip1.mp4;0
nightTraining/nightClip1--00000.jpg;go;712;359;719;367;nightTraining/nightClip1/clip1.mp4;0;nightTraining/nightClip1/clip1.mp4;0
nightTraining/nightClip1--00001.jpg;go;658;293;667;304;nightTraining/nightClip1/clip1.mp4;1;nightTraining/nightClip1/clip1.mp4;1
nightTraining/nightClip1--00001.jpg;go;718;296;727;304;nightTraining/nightClip1/clip1.mp4;1;nightTraining/nightClip1/clip1.mp4;1
nightTraining/nightClip1--00001.jpg;go;811;343;821;355;nightTraining/nightClip1/clip1.mp4;1;nightTraining/nightClip1/clip1.mp4;1
nightTraining/nightClip1--00001.jpg;go;691;351;697;358;nightTraining/nightClip1/clip1.mp4;1;nightTraining/nightClip1/clip1.mp4;1
nightTraining/nightClip1--00001.jpg;go;713;351;718;358;nightTraining/nightClip1/clip1.mp4;1;nightTraining/nightClip1/clip1.mp4;1
nightTraining/nightClip1--00002.jpg;go;658;283;668;292;nightTraining/nightClip1/clip1.mp4;2;nightTraining/nightClip1/clip1.mp4;2
nightTraining/nightClip1--00002.jpg;go;720;287;727;294;nightTraining/nightClip1/clip1.mp4;2;nightTraining/nightClip1/clip1.mp4;2
nightTraining/nightClip1--00002.jpg;go;812;335;822;346;nightTraining/nightClip1/clip1.mp4;2;nightTraining/nightClip1/clip1.mp4;2
nightTraining/nightClip1--00002.jpg;go;693;344;697;348;nightTraining/nightClip1/clip1.mp4;2;nightTraining/nightClip1/clip1.mp4;2
nightTraining/nightClip1--00002.jpg;go;715;344;718;348;nightTraining/nightClip1/clip1.mp4;2;nightTraining/nightClip1/clip1.mp4;2
nightTraining/nightClip1--00003.jpg;go;658;277;668;288;nightTraining/nightClip1/clip1.mp4;3;nightTraining/nightClip1/clip1.mp4;3
nightTraining/nightClip1--00003.jpg;go;717;278;728;291;nightTraining/nightClip1/clip1.mp4;3;nightTraining/nightClip1/clip1.mp4;3
nightTraining/nightClip1--00003.jpg;go;813;328;824;340;nightTraining/nightClip1/clip1.mp4;3;nightTraining/nightClip1/clip1.mp4;3
nightTraining/nightClip1--00003.jpg;go;694;338;698;342;nightTraining/nightClip1/clip1.mp4;3;nightTraining/nightClip1/clip1.mp4;3
nightTraining/nightClip1--00003.jpg;go;715;339;719;343;nightTraining/nightClip1/clip1.mp4;3;nightTraining/nightClip1/clip1.mp4;3
nightTraining/nightClip1--00004.jpg;go;658;277;668;287;nightTraining/nightClip1/clip1.mp4;4;nightTraining/nightClip1/clip1.mp4;4
nightTraining/nightClip1--00004.jpg;go;720;280;728;288;nightTraining/nightClip1/clip1.mp4;4;nightTraining/nightClip1/clip1.mp4;4
nightTraining/nightClip1--00004.jpg;go;812;329;825;341;nightTraining/nightClip1/clip1.mp4;4;nightTraining/nightClip1/clip1.mp4;4
nightTraining/nightClip1--00004.jpg;go;693;339;697;342;nightTraining/nightClip1/clip1.mp4;4;nightTraining/nightClip1/clip1.mp4;4
nightTraining/nightClip1--00004.jpg;go;715;340;718;344;nightTraining/nightClip1/clip1.mp4;4;nightTraining/nightClip1/clip1.mp4;4
nightTraining/nightClip1--00005.jpg;go;655;289;668;302;nightTraining/nightClip1/clip1.mp4;5;nightTraining/nightClip1/clip1.mp4;5
nightTraining/nightClip1--00005.jpg;go;720;294;728;301;nightTraining/nightClip1/clip1.mp4;5;nightTraining/nightClip1/clip1.mp4;5
nightTraining/nightClip1--00005.jpg;go;814;343;825;355;nightTraining/nightClip1/clip1.mp4;5;nightTraining/nightClip1/clip1.mp4;5
nightTraining/nightClip1--00005.jpg;go;691;350;698;358;nightTraining/nightClip1/clip1.mp4;5;nightTraining/nightClip1/clip1.mp4;5
nightTraining/nightClip1--00005.jpg;go;713;350;720;359;nightTraining/nightClip1/clip1.mp4;5;nightTraining/nightClip1/clip1.mp4;5
nightTraining/nightClip1--00006.jpg;go;657;293;667;302;nightTraining/nightClip1/clip1.mp4;6;nightTraining/nightClip1/clip1.mp4;6
nightTraining/nightClip1--00006.jpg;go;720;297;728;303;nightTraining/nightClip1/clip1.mp4;6;nightTraining/nightClip1/clip1.mp4;6
nightTraining/nightClip1--00006.jpg;go;818;348;824;358;nightTraining/nightClip1/clip1.mp4;6;nightTraining/nightClip1/clip1.mp4;6
nightTraining/nightClip1--00006.jpg;go;693;356;697;360;nightTraining/nightClip1/clip1.mp4;6;nightTraining/nightClip1/clip1.mp4;6
nightTraining/nightClip1--00006.jpg;go;714;357;718;361;nightTraining/nightClip1/clip1.mp4;6;nightTraining/nightClip1/clip1.mp4;6
nightTraining/nightClip1--00007.jpg;go;657;295;666;304;nightTraining/nightClip1/clip1.mp4;7;nightTraining/nightClip1/clip1.mp4;7
nightTraining/nightClip1--00007.jpg;go;720;298;728;305;nightTraining/nightClip1/clip1.mp4;7;nightTraining/nightClip1/clip1.mp4;7
nightTraining/nightClip1--00007.jpg;go;818;350;825;358;nightTraining/nightClip1/clip1.mp4;7;nightTraining/nightClip1/clip1.mp4;7
nightTraining/nightClip1--00007.jpg;go;693;358;696;362;nightTraining/nightClip1/clip1.mp4;7;nightTraining/nightClip1/clip1.mp4;7
nightTraining/nightClip1--00007.jpg;go;715;358;718;362;nightTraining/nightClip1/clip1.mp4;7;nightTraining/nightClip1/clip1.mp4;7
nightTraining/nightClip1--00008.jpg;go;658;293;667;304;nightTraining/nightClip1/clip1.mp4;8;nightTraining/nightClip1/clip1.mp4;8
nightTraining/nightClip1--00008.jpg;go;720;296;729;304;nightTraining/nightClip1/clip1.mp4;8;nightTraining/nightClip1/clip1.mp4;8
nightTraining/nightClip1--00008.jpg;go;820;349;827;357;nightTraining/nightClip1/clip1.mp4;8;nightTraining/nightClip1/clip1.mp4;8
nightTraining/nightClip1--00008.jpg;go;693;357;697;361;nightTraining/nightClip1/clip1.mp4;8;nightTraining/nightClip1/clip1.mp4;8
nightTraining/nightClip1--00008.jpg;go;715;357;719;361;nightTraining/nightClip1/clip1.mp4;8;nightTraining/nightClip1/clip1.mp4;8
nightTraining/nightClip1--00009.jpg;go;658;291;667;299;nightTraining/nightClip1/clip1.mp4;9;nightTraining/nightClip1/clip1.mp4;9
nightTraining/nightClip1--00009.jpg;go;720;295;729;302;nightTraining/nightClip1/clip1.mp4;9;nightTraining/nightClip1/clip1.mp4;9
nightTraining/nightClip1--00009.jpg;go;820;347;827;356;nightTraining/nightClip1/clip1.mp4;9;nightTraining/nightClip1/clip1.mp4;9
nightTraining/nightClip1--00009.jpg;go;693;356;697;360;nightTraining/nightClip1/clip1.mp4;9;nightTraining/nightClip1/clip1.mp4;9
nightTraining/nightClip1--00009.jpg;go;715;355;719;359;nightTraining/nightClip1/clip1.mp4;9;nightTraining/nightClip1/clip1.mp4;9
nightTraining/nightClip1--00010.jpg;go;657;290;667;300;nightTraining/nightClip1/clip1.mp4;10;nightTraining/nightClip1/clip1.mp4;10
nightTraining/nightClip1--00010.jpg;go;720;294;730;301;nightTraining/nightClip1/clip1.mp4;10;nightTraining/nightClip1/clip1.mp4;10
nightTraining/nightClip1--00010.jpg;go;820;347;828;356;nightTraining/nightClip1/clip1.mp4;10;nightTraining/nightClip1/clip1.mp4;10
nightTraining/nightClip1--00010.jpg;go;694;356;698;360;nightTraining/nightClip1/clip1.mp4;10;nightTraining/nightClip1/clip1.mp4;10
nightTraining/nightClip1--00010.jpg;go;715;355;718;359;nightTraining/nightClip1/clip1.mp4;10;nightTraining/nightClip1/clip1.mp4;10
nightTraining/nightClip1--00011.jpg;go;657;290;667;299;nightTraining/nightClip1/clip1.mp4;11;nightTraining/nightClip1/clip1.mp4;11
nightTraining/nightClip1--00011.jpg;go;722;294;730;300;nightTraining/nightClip1/clip1.mp4;11;nightTraining/nightClip1/clip1.mp4;11
nightTraining/nightClip1--00011.jpg;go;822;347;829;355;nightTraining/nightClip1/clip1.mp4;11;nightTraining/nightClip1/clip1.mp4;11
nightTraining/nightClip1--00011.jpg;go;694;355;698;358;nightTraining/nightClip1/clip1.mp4;11;nightTraining/nightClip1/clip1.mp4;11
nightTraining/nightClip1--00011.jpg;go;715;356;719;360;nightTraining/nightClip1/clip1.mp4;11;nightTraining/nightClip1/clip1.mp4;11
nightTraining/nightClip1--00012.jpg;go;656;292;667;302;nightTraining/nightClip1/clip1.mp4;12;nightTraining/nightClip1/clip1.mp4;12
nightTraining/nightClip1--00012.jpg;go;720;295;730;307;nightTraining/nightClip1/clip1.mp4;12;nightTraining/nightClip1/clip1.mp4;12
nightTraining/nightClip1--00012.jpg;go;822;349;830;356;nightTraining/nightClip1/clip1.mp4;12;nightTraining/nightClip1/clip1.mp4;12
nightTraining/nightClip1--00012.jpg;go;694;358;698;362;nightTraining/nightClip1/clip1.mp4;12;nightTraining/nightClip1/clip1.mp4;12
nightTraining/nightClip1--00012.jpg;go;715;358;719;362;nightTraining/nightClip1/clip1.mp4;12;nightTraining/nightClip1/clip1.mp4;12
nightTraining/nightClip1--00013.jpg;go;658;295;667;304;nightTraining/nightClip1/clip1.mp4;13;nightTraining/nightClip1/clip1.mp4;13
nightTraining/nightClip1--00013.jpg;go;722;299;731;307;nightTraining/nightClip1/clip1.mp4;13;nightTraining/nightClip1/clip1.mp4;13
nightTraining/nightClip1--00013.jpg;go;824;352;831;360;nightTraining/nightClip1/clip1.mp4;13;nightTraining/nightClip1/clip1.mp4;13
nightTraining/nightClip1--00013.jpg;go;694;361;698;366;nightTraining/nightClip1/clip1.mp4;13;nightTraining/nightClip1/clip1.mp4;13
nightTraining/nightClip1--00013.jpg;go;715;361;719;365;nightTraining/nightClip1/clip1.mp4;13;nightTraining/nightClip1/clip1.mp4;13
nightTraining/nightClip1--00014.jpg;go;657;297;667;306;nightTraining/nightClip1/clip1.mp4;14;nightTraining/nightClip1/clip1.mp4;14
