Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Origin file;Origin frame number;Origin track;Origin track frame number
nightTraining/nightClip1--00000.jpg;go;650;280;669;319;nightTraining/nightClip1/clip1.mp4;0;nightTraining/nightClip1/clip1.mp4;0
nightTraining/nightClip1--00000.jpg;go;709;286;730;322;nightTraining/nightClip1/clip1.mp4;0;nightTraining/nightClip1/clip1.mp4;0
nightTraining/nightClip1--00000.jpg;go;803;332;822;371;nightTraining/nightClip1/clip1.mp4;0;nightTraining/nightClip1/clip1.mp4;0
nightTraining/nightClip1--00000.jpg;go;687;347;699;371;nightTraining/nightClip1/clip1.mp4;0;nightTraining/nightClip1/clip1.mp4;0
nightTraining/nightClip1--00000.jpg;go;708;347;720;371;nightTraining/nightClip1/clip1.mp4;0;nightTraining/nightClip1/clip1.mp4;0
nightTraining/nightClip1--00001.jpg;go;653;276;669;309;nightTraining/nightClip1/clip1.mp4;1;nightTraining/nightClip1/clip1.mp4;1
nightTraining/nightClip1--00001.jpg;go;713;284;729;308;nightTraining/nightClip1/clip1.mp4;1;nightTraining/nightClip1/clip1.mp4;1
nightTraining/nightClip1--00001.jpg;go;806;325;824;361;nightTraining/nightClip1/clip1.mp4;1;nightTraining/nightClip1/clip1.mp4;1
nightTraining/nightClip1--00001.jpg;go;688;340;698;361;nightTraining/nightClip1/clip1.mp4;1;nightTraining/nightClip1/clip1.mp4;1
nightTraining/nightClip1--00001.jpg;go;710;340;719;361;nightTraining/nightClip1/clip1.mp4;1;nightTraining/nightClip1/clip1.mp4;1
nightTraining/nightClip1--00002.jpg;go;653;269;671;296;nightTraining/nightClip1/clip1.mp4;2;nightTraining/nightClip1/clip1.mp4;2
nightTraining/nightClip1--00002.jpg;go;716;276;728;297;nightTraining/nightClip1/clip1.mp4;2;nightTraining/nightClip1/clip1.mp4;2
nightTraining/nightClip1--00002.jpg;go;807;318;825;351;nightTraining/nightClip1/clip1.mp4;2;nightTraining/nightClip1/clip1.mp4;2
nightTraining/nightClip1--00002.jpg;go;691;338;698;350;nightTraining/nightClip1/clip1.mp4;2;nightTraining/nightClip1/clip1.mp4;2
nightTraining/nightClip1--00003.jpg;go;653;260;671;293;nightTraining/nightClip1/clip1.mp4;3;nightTraining/nightClip1/clip1.mp4;3
nightTraining/nightClip1--00003.jpg;go;711;258;730;297;nightTraining/nightClip1/clip1.mp4;3;nightTraining/nightClip1/clip1.mp4;3
nightTraining/nightClip1--00003.jpg;go;807;310;826;346;nightTraining/nightClip1/clip1.mp4;3;nightTraining/nightClip1/clip1.mp4;3
nightTraining/nightClip1--00003.jpg;go;692;332;699;344;nightTraining/nightClip1/clip1.mp4;3;nightTraining/nightClip1/clip1.mp4;3
nightTraining/nightClip1--00003.jpg;go;713;333;720;345;nightTraining/nightClip1/clip1.mp4;3;nightTraining/nightClip1/clip1.mp4;3
nightTraining/nightClip1--00004.jpg;go;653;262;671;292;nightTraining/nightClip1/clip1.mp4;4;nightTraining/nightClip1/clip1.mp4;4
nightTraining/nightClip1--00004.jpg;go;716;268;730;292;nightTraining/nightClip1/clip1.mp4;4;nightTraining/nightClip1/clip1.mp4;4
nightTraining/nightClip1--00004.jpg;go;805;311;828;347;nightTraining/nightClip1/clip1.mp4;4;nightTraining/nightClip1/clip1.mp4;4
nightTraining/nightClip1--00005.jpg;go;648;269;671;308;nightTraining/nightClip1/clip1.mp4;5;nightTraining/nightClip1/clip1.mp4;5
nightTraining/nightClip1--00005.jpg;go;716;283;730;304;nightTraining/nightClip1/clip1.mp4;5;nightTraining/nightClip1/clip1.mp4;5
nightTraining/nightClip1--00005.jpg;go;808;325;827;361;nightTraining/nightClip1/clip1.mp4;5;nightTraining/nightClip1/clip1.mp4;5
nightTraining/nightClip1--00005.jpg;go;687;338;699;362;nightTraining/nightClip1/clip1.mp4;5;nightTraining/nightClip1/clip1.mp4;5
nightTraining/nightClip1--00005.jpg;go;709;336;721;363;nightTraining/nightClip1/clip1.mp4;5;nightTraining/nightClip1/clip1.mp4;5
nightTraining/nightClip1--00006.jpg;go;652;279;670;306;nightTraining/nightClip1/clip1.mp4;6;nightTraining/nightClip1/clip1.mp4;6
nightTraining/nightClip1--00006.jpg;go;716;288;730;306;nightTraining/nightClip1/clip1.mp4;6;nightTraining/nightClip1/clip1.mp4;6
nightTraining/nightClip1--00006.jpg;go;815;333;825;363;nightTraining/nightClip1/clip1.mp4;6;nightTraining/nightClip1/clip1.mp4;6
nightTraining/nightClip1--00006.jpg;go;691;350;698;362;nightTraining/nightClip1/clip1.mp4;6;nightTraining/nightClip1/clip1.mp4;6
nightTraining/nightClip1--00006.jpg;go;712;351;719;363;nightTraining/nightClip1/clip1.mp4;6;nightTraining/nightClip1/clip1.mp4;6
nightTraining/nightClip1--00007.jpg;go;652;281;668;308;nightTraining/nightClip1/clip1.mp4;7;nightTraining/nightClip1/clip1.mp4;7
nightTraining/nightClip1--00007.jpg;go;716;287;730;308;nightTraining/nightClip1/clip1.mp4;7;nightTraining/nightClip1/clip1.mp4;7
nightTraining/nightClip1--00007.jpg;go;814;338;826;362;nightTraining/nightClip1/clip1.mp4;7;nightTraining/nightClip1/clip1.mp4;7
nightTraining/nightClip1--00008.jpg;go;653;276;669;309;nightTraining/nightClip1/clip1.mp4;8;nightTraining/nightClip1/clip1.mp4;8
nightTraining/nightClip1--00008.jpg;go;715;284;731;308;nightTraining/nightClip1/clip1.mp4;8;nightTraining/nightClip1/clip1.mp4;8
nightTraining/nightClip1--00008.jpg;go;816;337;828;361;nightTraining/nightClip1/clip1.mp4;8;nightTraining/nightClip1/clip1.mp4;8
nightTraining/nightClip1--00008.jpg;go;691;351;698;363;nightTraining/nightClip1/clip1.mp4;8;nightTraining/nightClip1/clip1.mp4;8
nightTraining/nightClip1--00008.jpg;go;713;351;720;363;nightTraining/nightClip1/clip1.mp4;8;nightTraining/nightClip1/clip1.mp4;8
nightTraining/nightClip1--00009.jpg;go;653;279;669;303;nightTraining/nightClip1/clip1.mp4;9;nightTraining/nightClip1/clip1.mp4;9
nightTraining/nightClip1--00009.jpg;go;715;284;731;305;nightTraining/nightClip1/clip1.mp4;9;nightTraining/nightClip1/clip1.mp4;9
nightTraining/nightClip1--00009.jpg;go;816;333;828;360;nightTraining/nightClip1/clip1.mp4;9;nightTraining/nightClip1/clip1.mp4;9
nightTraining/nightClip1--00009.jpg;go;691;350;698;362;nightTraining/nightClip1/clip1.mp4;9;nightTraining/nightClip1/clip1.mp4;9
nightTraining/nightClip1--00009.jpg;go;713;349;720;361;nightTraining/nightClip1/clip1.mp4;9;nightTraining/nightClip1/clip1.mp4;9
nightTraining/nightClip1--00010.jpg;go;652;275;670;305;nightTraining/nightClip1/clip1.mp4;10;nightTraining/nightClip1/clip1.mp4;10
nightTraining/nightClip1--00010.jpg;go;715;283;733;304;nightTraining/nightClip1/clip1.mp4;10;nightTraining/nightClip1/clip1.mp4;10
nightTraining/nightClip1--00010.jpg;go;816;333;830;360;nightTraining/nightClip1/clip1.mp4;10;nightTraining/nightClip1/clip1.mp4;10
nightTraining/nightClip1--00010.jpg;go;692;350;699;362;nightTraining/nightClip1/clip1.mp4;10;nightTraining/nightClip1/clip1.mp4;10
nightTraining/nightClip1--00011.jpg;go;652;276;670;303;nightTraining/nightClip1/clip1.mp4;11;nightTraining/nightClip1/clip1.mp4;11
nightTraining/nightClip1--00011.jpg;go;718;285;732;303;nightTraining/nightClip1/clip1.mp4;11;nightTraining/nightClip1/clip1.mp4;11
nightTraining/nightClip1--00011.jpg;go;818;335;830;359;nightTraining/nightClip1/clip1.mp4;11;nightTraining/nightClip1/clip1.mp4;11
nightTraining/nightClip1--00011.jpg;go;713;350;720;362;nightTraining/nightClip1/clip1.mp4;11;nightTraining/nightClip1/clip1.mp4;11
nightTraining/nightClip1--00012.jpg;go;650;277;669;307;nightTraining/nightClip1/clip1.mp4;12;nightTraining/nightClip1/clip1.mp4;12
